competition,season,referee,red_card_home,red_card_away,total_red_card_1t,total_red_card_2t,total_red_card_match,total_yel_card_home,total_yel_card_away,total_yel_card_match,total_yel_card_1t,total_yel_card_2t,total_first_yel_card,total_first_yel_card_home,total_first_yel_card_away,total_second_yel_card,total_second_yel_card_home,total_second_yel_card_away,total_expulsions,total_tackle,total_fk_foul,total_penalty_match,total_hand_ball,total_fouls_home,total_fouls_away,total_fouls_match,foul_per_tackle,fk_per_tackle
champions_league,2020/2021,Srdjan Jovanovic,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,44.0,18.0,0.0,1.0,9.0,10.0,19.0,0.4318181818181818,0.4090909090909091
champions_league,2020/2021,Stéphanie Frappart,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,27.0,20.0,0.0,0.0,12.0,8.0,20.0,0.7407407407407407,0.7407407407407407
champions_league,2020/2021,Szymon Marciniak,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,4.0,3.0,5.0,2.0,3.0,2.0,0.0,2.0,2.0,54.0,37.0,2.0,3.0,19.0,21.0,40.0,0.7407407407407407,0.6851851851851852
champions_league,2020/2021,Tobias Stieler,0.25,0.0,0.25,0.0,0.25,2.5,2.0,4.5,1.25,3.25,4.5,2.5,2.0,0.0,0.0,0.0,0.25,34.0,20.0,0.5,1.5,12.0,9.5,21.5,0.6389240077050381,0.5962470883250068
champions_league,2020/2021,William Collum,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,29.0,33.0,0.0,0.0,22.0,11.0,33.0,1.1379310344827587,1.1379310344827587
english_premier_league,2014/2015,Andre Marriner,0.0,0.05,0.0,0.05,0.05,2.1,2.2,4.3,1.65,2.65,4.3,2.1,2.2,0.0,0.0,0.0,0.05,38.2,18.8,0.15,0.8,9.45,10.15,19.6,0.5293126110007011,0.5081246601610632
english_premier_league,2014/2015,Anthony Taylor,0.0,0.06666666666666667,0.03333333333333333,0.03333333333333333,0.06666666666666667,1.9666666666666666,1.9666666666666666,3.933333333333333,1.0333333333333334,2.9,3.8333333333333335,1.9333333333333333,1.9,0.1,0.03333333333333333,0.06666666666666667,0.16666666666666666,38.166666666666664,21.566666666666666,0.23333333333333334,0.7666666666666667,10.566666666666666,11.766666666666667,22.333333333333332,0.617237995170833,0.594470867146352
english_premier_league,2014/2015,Chris Foy,0.0,0.2,0.06666666666666667,0.13333333333333333,0.2,1.5333333333333334,1.9333333333333333,3.466666666666667,1.2666666666666666,2.2,3.3333333333333335,1.4666666666666666,1.8666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.3333333333333333,39.86666666666667,21.666666666666668,0.13333333333333333,1.0666666666666667,11.6,11.133333333333333,22.733333333333334,0.5901935004642086,0.5623564253038499
english_premier_league,2014/2015,Craig Pawson,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.14285714285714285,0.19047619047619047,1.8571428571428572,1.7142857142857142,3.5714285714285716,1.2857142857142858,2.2857142857142856,3.4285714285714284,1.7619047619047619,1.6666666666666667,0.14285714285714285,0.09523809523809523,0.047619047619047616,0.3333333333333333,37.476190476190474,22.38095238095238,0.09523809523809523,1.2380952380952381,10.428571428571429,13.19047619047619,23.61904761904762,0.6498669599769097,0.6151320857151786
english_premier_league,2014/2015,Graham Scott,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,5.0,2.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,33.0,14.0,1.0,2.0,8.0,8.0,16.0,0.48484848484848486,0.42424242424242425
english_premier_league,2014/2015,Jonathan Moss,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.03333333333333333,0.1,1.2666666666666666,2.7,3.966666666666667,1.0666666666666667,2.9,3.8,1.2,2.6,0.16666666666666666,0.06666666666666667,0.1,0.26666666666666666,36.733333333333334,22.166666666666668,0.3,0.9333333333333333,12.333333333333334,10.766666666666667,23.1,0.67635407562724,0.6472826595119735
english_premier_league,2014/2015,Keith Stroud,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,36.0,22.0,0.0,1.0,10.0,13.0,23.0,0.6388888888888888,0.6111111111111112
english_premier_league,2014/2015,Kevin Friend,0.0,0.0,0.0,0.0,0.0,2.0434782608695654,2.391304347826087,4.434782608695652,1.7826086956521738,2.652173913043478,4.3478260869565215,2.0434782608695654,2.3043478260869565,0.08695652173913043,0.0,0.08695652173913043,0.08695652173913043,39.73913043478261,21.956521739130434,0.21739130434782608,1.0434782608695652,11.782608695652174,11.217391304347826,23.0,0.6069108953877401,0.5798544118364203
english_premier_league,2014/2015,Lee Mason,0.12,0.04,0.04,0.12,0.16,1.28,1.6,2.88,0.84,2.04,2.84,1.28,1.56,0.04,0.0,0.04,0.2,35.76,21.6,0.2,0.88,11.72,10.76,22.48,0.6575543792412262,0.6325413425736329
english_premier_league,2014/2015,Lee Probert,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,1.8571428571428572,2.0,3.857142857142857,0.7142857142857143,3.142857142857143,3.7142857142857144,1.8571428571428572,1.8571428571428572,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,46.0,19.571428571428573,0.0,0.5714285714285714,10.285714285714286,9.857142857142858,20.142857142857142,0.4772419987485249,0.46425059529058993
english_premier_league,2014/2015,Mark Clattenburg,0.0,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,1.2592592592592593,2.259259259259259,3.5185185185185186,1.2222222222222223,2.2962962962962963,3.4444444444444446,1.2592592592592593,2.185185185185185,0.07407407407407407,0.0,0.07407407407407407,0.1111111111111111,38.74074074074074,22.185185185185187,0.3333333333333333,1.3333333333333333,11.666666666666666,11.851851851851851,23.51851851851852,0.6429236871137992,0.6048693711369032
english_premier_league,2014/2015,Martin Atkinson,0.125,0.03125,0.0,0.15625,0.15625,1.65625,2.375,4.03125,1.25,2.78125,3.96875,1.625,2.34375,0.0625,0.03125,0.03125,0.21875,42.21875,20.875,0.21875,0.84375,11.78125,9.9375,21.71875,0.5309273882239419,0.5097825637797634
english_premier_league,2014/2015,Michael Oliver,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,1.75,1.7857142857142858,3.5357142857142856,1.0714285714285714,2.4642857142857144,3.4285714285714284,1.7142857142857142,1.7142857142857142,0.10714285714285714,0.03571428571428571,0.07142857142857142,0.17857142857142858,38.857142857142854,21.607142857142858,0.32142857142857145,1.2142857142857142,11.142857142857142,11.678571428571429,22.821428571428573,0.6053235576650733,0.5729255578963478
english_premier_league,2014/2015,Mike Dean,0.0,0.034482758620689655,0.034482758620689655,0.0,0.034482758620689655,2.103448275862069,2.3448275862068964,4.448275862068965,1.3103448275862069,3.1379310344827585,4.241379310344827,2.0689655172413794,2.1724137931034484,0.20689655172413793,0.034482758620689655,0.1724137931034483,0.2413793103448276,40.3448275862069,21.655172413793103,0.20689655172413793,1.0344827586206897,11.862068965517242,10.827586206896552,22.689655172413794,0.5930053749635583,0.5653044519590291
english_premier_league,2014/2015,Mike Jones,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.09523809523809523,0.14285714285714285,1.3333333333333333,1.619047619047619,2.9523809523809526,1.1904761904761905,1.7619047619047619,2.857142857142857,1.3333333333333333,1.5238095238095237,0.09523809523809523,0.0,0.09523809523809523,0.23809523809523808,37.904761904761905,22.61904761904762,0.42857142857142855,1.1904761904761905,12.0,11.80952380952381,23.80952380952381,0.670365528040532,0.6391012847177161
english_premier_league,2014/2015,Neil Swarbrick,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.10526315789473684,2.1052631578947367,1.8421052631578947,3.9473684210526314,1.368421052631579,2.5789473684210527,3.9473684210526314,2.1052631578947367,1.8421052631578947,0.0,0.0,0.0,0.10526315789473684,39.94736842105263,20.842105263157894,0.10526315789473684,0.7894736842105263,11.157894736842104,10.473684210526315,21.63157894736842,0.5641349541778944,0.5445517698970666
english_premier_league,2014/2015,Paul Tierney,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,37.0,15.0,0.0,2.0,7.0,10.0,17.0,0.4594594594594595,0.40540540540540543
